,title,label,emotion,score
3083,How Predictive Are Iowa And New Hampshire?,REAL,neutral,0.6082963347434998
3084,ISIS Executes 300 Iraqi Civilians by Firing Squad North of Mosul,FAKE,anger,0.582707405090332
3085,Common painkillers linked to increased heart failure risk,FAKE,fear,0.5787784457206726
3086,"THIS Test Will Tell If You Are An Indigo, A Crystal Or A Rainbow Child!",FAKE,neutral,0.5798306465148926
3087,6 Places Voter Fraud Has Already Happened… But Don’t Worry,FAKE,neutral,0.462431937456131
3088,Trump: 'We Must Replace Globalism with Americanism',REAL,fear,0.5096480250358582
3089,"Hillary Clinton introduces Michelle Obama at campaign rally (wait, WHAT?) [video]",FAKE,surprise,0.6846476793289185
3090,Who reckons this might not be a legit iPhone charger?,FAKE,surprise,0.8211928606033325
3091,"Comment on If Clinton Goes Down, Loretta Lynch Will Go Down With Her by Truth Detector",FAKE,fear,0.5195668339729309
3092,"Arianna Huffington, journalist: echo chamber for Hillary Clinton",FAKE,neutral,0.5082654356956482
3093,Obama On Loretta Lynch: 'You Don't Hold Attorney General Nominees Hostage',REAL,neutral,0.5930817127227783
3094,Profit sharing was supposed to be a silver bullet for middle-class success. What happened?,REAL,surprise,0.8046190142631531
3095,The FBI and DOJ Summed Up By One BRUTAL Cartoon,FAKE,neutral,0.9167116284370422
3096,"News And Views From The Nefarium – November 3, 2016 [Video]",FAKE,neutral,0.8279615044593811
3097,How the election battle shapes up,FAKE,neutral,0.8952213525772095
3098,Trump: O'Malley 'weak' and 'pathetic' for apologizing to Black Lives Matter protestors,REAL,sadness,0.3707442581653595
3099,Ted Cruz’s 5-percent flim-flam: His latest economic promise is a real laugher,REAL,neutral,0.6542204022407532
3100,"In my timeline it was Michael Barage, Rump and Billary",FAKE,neutral,0.9052339792251587
3101,"Hillary Clinton wins debate, Bernie Sanders rises in polls",REAL,neutral,0.599089503288269
3102,"Parsing Biden's words: If Hillary runs, he won't - Politics.com",REAL,neutral,0.859801173210144
3103,United We Grand - The Onion - America's Finest News Source,FAKE,joy,0.7058919072151184
3104,Former Attorney General Janet Reno Passes Away,FAKE,sadness,0.5080080032348633
3105,Media Self-Destruct over Trump,FAKE,anger,0.3307972550392151
3106,"To finish MLK's work, face up to racism (Opinion)",REAL,neutral,0.44470441341400146
3107,"Bill Clinton Inc: Billions for the Foundation, $116 Million for the Clintons",FAKE,joy,0.44452065229415894
3108,Comment on Corporate Democratic Party Think Tank ‘Third Way’ Exposed by Dear Centrists: The Left Has Something to Say Whether You Like It or Not,FAKE,neutral,0.792477011680603
3109,"Russian jet crashes in Egypt's Sinai Peninsula, killing 224 people",REAL,fear,0.6041300892829895
3110,WATCH: Mass Shooting Occurs During #TrumpRiot; Media Ignores (Video),FAKE,fear,0.9515755772590637
3111,The Anti-Trump Protesters Are Tools of the Oligarchy,FAKE,disgust,0.3582254946231842
3112,Jeb on running as a Bush: 'Interesting challenge',REAL,neutral,0.500737726688385
3113,VA Hospital Honors Decorated Veteran of Three Wars with Free Side of Mashed Potatoes | GomerBlog,FAKE,joy,0.4485889971256256
3114,"British banker took 60g of cocaine while torturing & killing prostitute, court told",FAKE,disgust,0.7728185057640076
3115,Bill Black: Wall Street’s Apologist-in-Chief Mansplains Regulation to Senator Warren,FAKE,neutral,0.8118796944618225
3116,"“We are losing control of the streets,” say police as Angela Merkel’s Germany descends into chaos and lawlessness",FAKE,fear,0.7195942997932434
3117,Will Bill Clinton's best effort be enough?,REAL,neutral,0.8277830481529236
3118,At least 12 dead in shooting at office of satirical French magazine,REAL,sadness,0.6965848207473755
3119,"Hillary is So Unpopular, She Has to Pay Off Youth Voters and Fabricate Her Rallies",FAKE,neutral,0.522678554058075
3120,"Because of Hillary Clinton, Emergency-Contraception Is Banned In Honduras",FAKE,fear,0.3749331533908844
3121,"Iran, world powers agree to nuclear deal",REAL,neutral,0.41822829842567444
3122,Supreme Court Throws Out Ruling On Obamacare Contraception Mandate,REAL,neutral,0.4034978747367859
3123,"In era of Trump, spin cycle gets a makeover",REAL,neutral,0.9245191812515259
3124,Clinton Camp in Damage-Control Mode Over 'Top Secret' Emails,REAL,neutral,0.7213548421859741
3125,North Dakota had 292 oil spills in 2 years officially disclosed 1 to the public,FAKE,neutral,0.6755167841911316
3126,"Clinton rails against big banks, but refuses to release Wall Street speeches",REAL,anger,0.661797821521759
3127,Fresno State Student Transitions to a Male,FAKE,neutral,0.6628871560096741
3128,"Comment on The Liberal Conservative Examines The Bill Of Rights, Part VIII by Entertainment and Movie reviews with tips on how to get Website Traffic and Make Money Online.",FAKE,neutral,0.947468638420105
3129,Yemeni forces fire ballistic missile at Saudi Arabia’s Jeddah airport,FAKE,fear,0.6015862822532654
3130,Jim Rogers: It’s Time To Prepare; Economic And Financial Collapse Imminent (VIDEO),FAKE,fear,0.8070736527442932
3131,What to Expect From the New Congress,FAKE,neutral,0.7633000612258911
3132,Clinton Promises To Scrap ‘Pointless’ FBI If Elected,FAKE,anger,0.6692292094230652
3133,Jesus Christ’s ‘Burial Slab’ Uncovered During Restoration,FAKE,disgust,0.4395681619644165
3134,Knesset Speaker asks Vatican to join battle against UNESCO’s denial of history,FAKE,anger,0.46573513746261597
3135,Mitt Romney Could Soon Endorse Marco Rubio. Will Jeb Join Him?,REAL,disgust,0.42617639899253845
3136,4 Motivation-Zapping Thoughts To Identify and Eliminate,FAKE,neutral,0.6858115792274475
3137,How World War III Could Start,FAKE,fear,0.8767479658126831
3138,Charlie Hebdo editor-in-chief: ‘Religion should not be a political argument.’,REAL,disgust,0.6317729353904724
3139,John Pilger: ‘The truth is… there was no one to vote for’ (Going Underground US election special),FAKE,neutral,0.5991808772087097
3140,Ashton Carter Is Sworn In As Obama's 4th Defense Secretary,REAL,sadness,0.39156875014305115
3141,Historic nuclear deal reached in Vienna: What does it mean for Iran?,REAL,fear,0.5009610652923584
3142,Can Cruz-Kasich strategy really stop Trump?,REAL,fear,0.5682663321495056
3143,Obama’s inconsistent claim on the ‘frequency’ of mass shootings in the U.S. compared to other countries,REAL,neutral,0.6299617290496826
3144,Halloween Costumes Mocking #NoDAPL Activists Hit Social Media,FAKE,fear,0.9617936015129089
3145,Appeals court rules against Obama’s immigration plan,REAL,neutral,0.4253591299057007
3146,"NATO, Russia To Hold Parallel Exercises In Balkans",FAKE,neutral,0.7482326626777649
3147,The vengeful god of Kim Davis: The powerful forces we ignore when we fixate on one Kentucky clerk,REAL,fear,0.6590865254402161
3148,"South Dakotans may not like Obama, but they’d like to see the president",REAL,joy,0.5840929746627808
3149,October Surprise: ABC Uncovers “Millions” of Payments From Russia To Trump,FAKE,surprise,0.8916214108467102
3150,Republicans finally pass an Obamacare repeal. Do GOP voters care?,REAL,neutral,0.8489329814910889
3151,FBI Agent Accuses James Comey Of ‘Trampling On The Rule Of Law’,FAKE,anger,0.386020690202713
3152,Dan Pfeiffer to leave White House,REAL,sadness,0.8644490838050842
3153,Contaminated food from China now entering the U.S. under the 'organic' label,FAKE,neutral,0.620737612247467
3154,Exclusive Clinton op-ed: I'll look for common ground,REAL,neutral,0.8968546390533447
3155,Don’t Believe The Myth That Weightlifting Will Slow You Down,FAKE,fear,0.35320568084716797
3156,"Poll: Voters trust Trump on economy, Clinton on nukes",REAL,neutral,0.7796595096588135
3157,NC Governor Partially Changes 'Bathroom Bill' after Backlash,REAL,anger,0.7035792469978333
3158,Donald Trump Is The King Of Russian Spies,FAKE,neutral,0.7647818326950073
3159,Obama: ‘Africa is on the move’,REAL,neutral,0.6470206379890442
3160,“Where is the public outcry for an explanation of how the longest war in American history is on a course to end in failure?”,REAL,anger,0.5664466619491577
3161,The Arrivals Bosanski Prijevod 36-theStoryOfJesus,FAKE,neutral,0.3834027349948883
3162,Hamas Member Admits On Live TV That ‘Palestine’ Never Existed,FAKE,neutral,0.5953785181045532
3163,The Hillary Era is Coming: Worry!,FAKE,fear,0.8785549402236938
3164,The FBI's Clinton Investigation Is Wider Than Assumed,FAKE,neutral,0.550815761089325
3165,White people have a race — but everyone flips out when we talk about it,REAL,neutral,0.7122963070869446
3166,N.J. Gov. Christie walks a fine line on gay marriage,REAL,neutral,0.9153375029563904
3167,Democrats Push to Prevent Gun Sales to Terror-list Suspects,REAL,fear,0.9548412561416626
3168,"Contests in South Carolina, Nevada to test the appeal of the outsiders",REAL,neutral,0.7692880630493164
3169,Donald Trump Call For Immediate Shutdown of Clinton Foundation,REAL,fear,0.6093048453330994
3170,Louie Gohmert For House Speaker?,REAL,neutral,0.49424517154693604
3171,Secretary of Labor Tom Perez on how to fight for social change,REAL,neutral,0.9112256765365601
3172,"Wikileaks: Clinton, Podesta Agreed Not To Distribute Confidential Intel By Private Email Account",FAKE,neutral,0.641689121723175
3173,Wolf Richter: What the Heck’s Going on with Foreclosures? Why this Spike?,FAKE,surprise,0.786055326461792
3174,RED ALERT: China officially orders its citizens to prepare for WW3 as tensions with the United States boil over,FAKE,anger,0.4199574887752533
3175,The World is Waking Up and it’s Magic to Watch,FAKE,neutral,0.7237054705619812
3176,"If Donald Trump gets rattled by press, how would he handle Putin?",REAL,fear,0.9159184694290161
3177,Belgian police hunting 2 mystery bombers believed to have survived Brussels attacks,REAL,fear,0.9189730286598206
3178,"Health Ranger to launch revolutionary, certified organic, non-GMO preparedness food line this Thursday",FAKE,neutral,0.8042387962341309
3179,France Plans to Implement Universal Biometric IDs,FAKE,neutral,0.9001278877258301
3180,NEW WIKILEAK : Top Clinton Operative Believes “BLACK VOTERS ARE STUPID” – TruthFeed,FAKE,neutral,0.8668776154518127
3181,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward,REAL,neutral,0.7443756461143494
3182,Israel preparing for one-sided UN Security Council resolutions,FAKE,fear,0.3270764648914337
3183,"Senate Dems back down on Iran, say won’t support sanctions bill yet",REAL,neutral,0.5320696234703064
3184,"Melania Trump Plagiarized Michelle Obama, a Woman Republicans Said Hated America",REAL,disgust,0.541316032409668
3185,Yosemite free-climbers reach top of El Capitan,REAL,neutral,0.549519419670105
3186,Peter Thiel On Trump,FAKE,neutral,0.4745778739452362
3187,Three Likely GOP White House Hopefuls Back Legal Status for Illegal Immigrants,REAL,neutral,0.8857735991477966
3188,"Comment on India Moves to Severely Restrict Use of Cash, Forcing Much of Economy Into Barter by Bugs Bunny",FAKE,neutral,0.7785863280296326
3189,Migrants FLOOD Into U.S. From Mexico Right Before Election,FAKE,fear,0.45923948287963867
3190,Scott Walker: Wall on Canadian Border Worth Reviewing,REAL,neutral,0.8678238391876221
3191,"State Dept. uncovers nearly 18,000 missing emails sought from ex-Clinton spokesman",REAL,neutral,0.44258975982666016
3192,Police Departments Refuse Participation In Dakota Access Pipeline Crackdown,FAKE,anger,0.4284190535545349
3193,Donald Trump and the Equilibrium to Come | New Eastern Outlook,FAKE,neutral,0.7598447799682617
3194,Environment 'Has Never Been A Partisan Issue' For EPA Administrator,REAL,neutral,0.7832640409469604
3195,Obama pushing to diversify federal judiciary amid GOP delays,REAL,sadness,0.4553990364074707
3196,Why presidential candidates' faith matters less and less to voters,REAL,neutral,0.8788243532180786
3197,"DOJ: Guardsman, cousin charged with supporting ISIL",REAL,anger,0.58976149559021
3198,Obama will not endorse candidate in Democratic primary race,REAL,neutral,0.6040582060813904
3199,Will #DraftOurDaughters Bring Hillary Down?,FAKE,fear,0.9324617981910706
3200,Michelle Obama's full DNC speech: Best of the night?,REAL,surprise,0.6028267741203308
3201,They Knew: The End of the Clinton Lies Begins,FAKE,sadness,0.41674041748046875
3202,The USA Era (1945 - 2008) in Retrospect,FAKE,neutral,0.8735064268112183
3203,Russia Warns US In Total Breakdown After FBI Notifies Obama All Hillary Emails Found,FAKE,fear,0.6851308941841125
3204,"Mormon Exodus: Trump, Clinton Tied in Utah at 26%; McMullin 22%, Johnson 14%",REAL,neutral,0.7940022349357605
3205,Why Clinton remains inevitable — almost,REAL,fear,0.7532275915145874
3206,Fact-checking the second Clinton-Trump presidential debate,REAL,neutral,0.713444709777832
3207,Sandy Hook Promise Rakes In $6 Million (VIDEO),FAKE,joy,0.4740467965602875
3208,Obama veers left,REAL,neutral,0.8645036816596985
3209,Libertarians hope rallies and ads can nudge them into the presidential debates,REAL,neutral,0.9069506525993347
3210,Islamic State admits defeat in Kobani; blames airstrikes,REAL,sadness,0.7189745306968689
3211,Obama On Climate Change: 'I Actually Think We're Going To Solve This Thing',REAL,neutral,0.6180139183998108
3212,"Mike Huckabee on Netanyahu, wage stagnation, 2016 and more",REAL,neutral,0.6776217818260193
3213,Crucial Rule Is Delayed a Year for Obama’s Health Law,REAL,neutral,0.669867992401123
3214,At least 12 dead after terror attack at Paris newspaper office (+video),REAL,fear,0.9782004952430725
3215,World leaders' personal chefs sample Indian market fare,FAKE,neutral,0.8543074727058411
3216,An Open Letter to Black South African Police Officers,FAKE,neutral,0.3263065218925476
3217,Gay man finds it in himself to tolerate religious person,FAKE,disgust,0.5875496864318848
3218,US Spy Chief: Asking North Korea To Stop Nuke Program a ‘Lost Cause’,FAKE,sadness,0.783545732498169
3219,The Devastating Consequences Of A 'Small' Rise In Global Temperatures,REAL,disgust,0.6700373291969299
3220,"Cost, logistics of Obama immigration plan raise concerns before launch",REAL,fear,0.8883837461471558
3221,General is most senior Army officer to kill self,FAKE,disgust,0.6215424537658691
3222,Putin Mocks Clinton Claim Of Russia Election Meddling: ‘Is U.S. A Banana Republic?’,FAKE,neutral,0.36808133125305176
3223,Attack of the Clones translated into Chinese and back to English makes for hilarious subtitles,FAKE,joy,0.9193001985549927
3224,Seth Meyers Takes ‘A Closer Look’ At The Final Stretch Of The Election Season (VIDEO),FAKE,neutral,0.8829225897789001
3225,HUFFPOLLSTER: Growing Economy Good News For Obama,REAL,joy,0.48217451572418213
3226,Soros-Linked Voting Machines Cause Concern over Rigged Election,FAKE,fear,0.8838196396827698
3227,"Israel settlements legal, Trump aide says, playing anti-Iran video message on Mount Zion",FAKE,anger,0.6465835571289062
3228,3 Members Of Muslim Family Shot Dead In Chapel Hill,REAL,sadness,0.9620105624198914
3229,Is Obama preparing a parting shot on Israel? This President must not bind the next,FAKE,neutral,0.43044519424438477
3230,“Scary Stories In 5 Words” are terrifying tales for people short on time,FAKE,fear,0.9903544187545776
3231,BUSTED: Eric Trump Admits Daddy ‘Started The Conversation’ About Obama’s Birth Certificate (AUDIO),FAKE,disgust,0.49908697605133057
3232,"Wolf Richter: Done in by Overcapacity, Stagnant World Trade, and China, Korean Shipbuilders Collapse on Top of Taxpayers",FAKE,fear,0.34105563163757324
3233,Stating the obvious? FBI awkwardly acknowledges San Bernardino massacre likely terrorism,REAL,fear,0.8495897650718689
3234,Alex Collier on Angels 2016-10-22 [VIDEO],FAKE,neutral,0.8340118527412415
3235,What Is To Be Done?,FAKE,neutral,0.5790127515792847
3236,"American Dream, Revisited",FAKE,neutral,0.6887142062187195
3237,"Thousands of rape kits left untested despite federal pledge, critics blame DOJ",REAL,anger,0.5694190263748169
3238,Mr. Trump goes to Washington: The surreal spectacle of a know-nothing GOP frontrunner,REAL,fear,0.5914129018783569
3239,Fox News Just Exposed Hillary’s ILLEGAL VOTING Scheme To The Entire Country!,FAKE,neutral,0.3343229293823242
3240,Oil prices could fall further if Iran nuclear deal is reached,REAL,fear,0.4377269446849823
3241,Why Are Russia and China Buying Up All of America’s Food? Paul Martin and Dave Hodges,FAKE,neutral,0.7252951264381409
3242,Obama to propose spending $74B more in 2016 than mandatory spending cuts,REAL,surprise,0.34457433223724365
3243,US Votes 'No' As UN Adopts Landmark Resolution Calling to Ban Nuclear Weapons,FAKE,fear,0.2890728712081909
3244,"Trump: I'll Only Lose With 'Cheating,' Asks Supporters To Watch Polling Places",REAL,neutral,0.5407520532608032
3245,"Clinton looks to sisterhood, but votes may go to Sanders",REAL,sadness,0.5547066926956177
3246,Clinton campaign denies access to pool reporter,REAL,anger,0.5217679142951965
3247,Europeans have no future - Putin on Migrant Crisis [Video],FAKE,neutral,0.6645867228507996
3248,"Doug Schoen: Trump, Hillary and the forgotten swing vote -- seniors",REAL,neutral,0.5933186411857605
3249,Re: Americans Want Hillary in Jail - Rightly So!,FAKE,anger,0.8078879117965698
3250,BRICS Do Not Lack Mortar: What Detractors Should Know - Rakesh Krishnan Simha,FAKE,neutral,0.7957566976547241
3251,How the GOP can take back the White House,REAL,neutral,0.8861156702041626
3252,"Sorry Jeb, 'anchor babies' is a slur",REAL,sadness,0.5629417896270752
3253,Fight night: Why the South Carolina showdown could turn bloody,REAL,fear,0.8244295716285706
3254,Battle over Scalia’s replacement already spilling into Senate races,REAL,fear,0.32487282156944275
3255,WikiLeaks Podesta Emails Confirm Hillary’s Health Issues,FAKE,neutral,0.46952927112579346
3256,Clinton struggles to contain media barrage on foreign cash,REAL,neutral,0.7890975475311279
3257,What WikiLeaks hack says about Clinton: Our view,REAL,neutral,0.8044148087501526
3258,Providing Balanced Information Is Not Facebook's Goal - NYTimes.com,REAL,neutral,0.8280290365219116
3259,Which States Can Gary Johnson and Jill Stein Spoil?,REAL,neutral,0.9555712342262268
3260,On Trump’s victory,FAKE,neutral,0.64268559217453
3261,Trump Hits 'Magic Number' of Delegates Required for Nomination,REAL,neutral,0.7622513175010681
3262,OPINION: Both sides of abortion debate need to talk more honestly,REAL,neutral,0.9530878067016602
3263,Vine 2013-2016: celebrate the life and death of an app with these 12 clips,FAKE,joy,0.7083654999732971
3264,"Possibility of fire aboard EgyptAir flight raised as body parts, debris found in Mediterranean",REAL,fear,0.9225382208824158
3265,These New Solar Panels Use Sunlight to Create Clean Drinking Water from the Air,FAKE,neutral,0.8575849533081055
3266,"Hacker Guccifer 2.0 Says Election Could Be Rigged, Promises to Monitor 'from Inside'",FAKE,neutral,0.466763436794281
3267,Presumptive Nominee? Trump Indiana Win Creates Big Challenge to Unite Party,REAL,neutral,0.5896155834197998
3268,Is the Hillary email scandal Watergate all over again?,REAL,neutral,0.32545337080955505
3269,Do Britain’s gunless bobbies provide answers for America’s police?,REAL,neutral,0.8753748536109924
3270,Top EU Official Disputes That Trump Could Upend Iran Nuclear Deal,FAKE,anger,0.5833556652069092
3271,Another 4.6-Magnitude Tremor Hits Central Italy After Two Earthquakes,FAKE,fear,0.5191332101821899
3272,Christie is wrong. Vaccination is not a personal decision. It's a social obligation.,REAL,neutral,0.47002822160720825
3273,Steve Case: Why I’m voting for Hillary Clinton,REAL,neutral,0.7276269793510437
3274,Comment on Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary by joworth,FAKE,fear,0.6960042119026184
3275,Israel Tracked ‘Anti-Government’ Journalists On Facebook,FAKE,anger,0.6727058291435242
3276,Newt Says GOP Women Are Actually Thanking Him for Calling Out Megyn Kelly on ‘Sex Obsession’,FAKE,neutral,0.6870983242988586
3277,An Admittedly Ingenious Low,FAKE,disgust,0.6556501388549805
3278,Week of Donald Trump-Hillary Clinton feud a taste of things to come,REAL,neutral,0.4545155465602875
3279,Trump calls for charges against Clinton after FBI interview in email investigation,REAL,anger,0.5089810490608215
3280,Teenager ‘enamored with ISIS’ in court over ‘viable device’ found on London Underground,FAKE,anger,0.4575687646865845
3281,How To Talk To Your Child About Death - The Onion - America's Finest News Source,FAKE,neutral,0.39105817675590515
3282,Busted: Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job,FAKE,disgust,0.5684577226638794
3283,BREAKING: U.S. And Russian Jets Almost Collide Over Syria,FAKE,fear,0.9610306620597839
3284,"Cruz takes all 14 delegates at Wyoming GOP convention, NY primary next",REAL,neutral,0.8924612998962402
3285,Think Indiana is bad? It's legal to deny service to gay and lesbian people in 29 states.,REAL,neutral,0.481159508228302
3286,Crossing the Acheron: Back to Vietnam,FAKE,neutral,0.8306095004081726
3287,"Before leak, NSA mulled ending phone program",REAL,fear,0.8604428768157959
3288,“America has lost” in the Philippines,FAKE,sadness,0.7345900535583496
3289,Report: Solar industry added jobs 20 times faster than the national average last year,REAL,surprise,0.4332751929759979
3290,The teachable moment of Saudi Arabia’s economic threat against the United States,REAL,fear,0.9052196741104126
3291,What Are Saponins? Discovering Their Health Benefits,FAKE,neutral,0.8166407942771912
3292,This astonishing chart shows how moderate Republicans are an endangered species,REAL,surprise,0.6415877342224121
3293,Why the Democrats Keep Losing the Congress,FAKE,sadness,0.43401822447776794
3294,Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation?,FAKE,neutral,0.35916194319725037
3295,The wingnut myth that refuses to die: The one simple reason why there’s no “liberal media conspiracy”,REAL,neutral,0.8771187663078308
3296,LEAKED BOMBSHELL: The Shocking Truth About Hillary That Huma Abedin Has Concealed For Years,FAKE,fear,0.9100770354270935
3297,Bombshell: 2006 audio of Hillary Clinton proposing rigging Palestine election,FAKE,disgust,0.6383834481239319
3298,Dems’ scary electoral future: Why the progressive sales pitch is getting harder,REAL,fear,0.9836527109146118
3299,Chinese Immigrants Demand Protection from Paris Muggers,FAKE,anger,0.7136374711990356
3300,Transylvania Recalls Melania Trump While Movement To Deport Her Gains Steam,FAKE,sadness,0.3528202474117279
3301,OnPolitics | 's politics blog,REAL,neutral,0.8943092226982117
3302,NYC Democratic Election Commissioner: “They Bus People Around to Vote”,FAKE,neutral,0.7487006187438965
3303,"Poll: With 2016 approaching, Clinton maintains advantages",REAL,neutral,0.9171136021614075
3304,"Facebook is full of fake news stories. On Election Day, don’t fall for them.",REAL,neutral,0.7080638408660889
3305,Electric Floors Could Generate Renewable Energy From Walking,FAKE,neutral,0.8494303226470947
3306,Kind Samaritan Pays Off All Overdue Lunch Fees At Hometown Elementary School,FAKE,sadness,0.6936501860618591
3307,"Why now, John Kasich?",REAL,surprise,0.8626565933227539
3308,New Heavy-Duty Voting Machine Allows Americans To Take Out Frustration On It Before Casting Ballot - The Onion - America's Finest News Source,FAKE,anger,0.9727109670639038
3309,House approves Syrian refugees bill,REAL,neutral,0.7337126731872559
3310,Round 2: GOP rivals try to ding Trump at debate – front-runner hits back,REAL,anger,0.8279244303703308
3311,Hillary admits creation of Mujahedin plague,FAKE,fear,0.26670780777931213
3312,Russia prevented Spain from diplomatical conflict denying its proposal,FAKE,anger,0.5330761075019836
3313,Get Ready For A Likely Market Crash After Election [Video w/ Transcript],FAKE,neutral,0.6965779066085815
3314,When white nationalists show up to 'monitor' the polls,REAL,anger,0.4102446138858795
3315,Michelle Obama Deletes Hillary Clinton From Twitter,FAKE,neutral,0.5512880086898804
3316,DAPL Protesters Proven Right as Largest Gas Pipeline in U.S. Experiences Massive and Deadly Explosion,FAKE,fear,0.8294862508773804
3317,Jeb Bush Attacks Obama Administration For Failing 'Easy Calls' On Religious Freedom,REAL,anger,0.8082783222198486
3318,US Insiders  Not Russia  Leaked Clinton Emails,FAKE,neutral,0.6602267622947693
3319,Iraq ‘Ready For War’ With Turkey Over Who Should Control Mosul After Isis,FAKE,fear,0.935226321220398
3320,Trump voter listens carefully to call for national unity then sets up Aryan website,FAKE,neutral,0.9506658315658569
3321,NOT KIDDING: Colleges Give Students “Safe Spaces” To Cry Over Trump Win…Threaten Students Over Pro-Trump “Chalkings”,FAKE,fear,0.7154672741889954
3322,"Ferguson, N. Charleston: 2 police killings, 2 outcomes",REAL,anger,0.8808732628822327
3323,"Uber Drivers Found To Discriminate By Gender, Race - The Onion - America's Finest News Source",FAKE,disgust,0.8345851302146912
3324,Senate GOP prepared to replace Obamacare subsidies,REAL,neutral,0.7293533086776733
3325,Putin Dedicates Christian Statue to Prince Vladimir,FAKE,neutral,0.6120429635047913
3326,Newt Gingrich goes berserk when Fox News Megyn Kelly referred to Trump as a sexual predator,FAKE,anger,0.5450235605239868
3327,Why Sprott Believes Gold Bullion Is A Mandatory Portfolio Asset,FAKE,joy,0.3803824782371521
3328,Let’s Be Clear—A Vote for Warmonger Hillary Clinton Is a Vote for World War 3,FAKE,neutral,0.5142889618873596
3329,Twitter Users DESTROY Clinton Puppet James Comey #ComeyResign – TruthFeed,FAKE,anger,0.6100801229476929
3330,Trump says GOP opposition to him 'taking advantage of our country',REAL,anger,0.8341900110244751
3331,GOP voters want an apocalypse: The truth about Trump & Carson’s success,REAL,neutral,0.760474443435669
3332,EWAO Hubble has just spotted mysterious 'plasma balls' of unknown origin,FAKE,surprise,0.5391896367073059
3333,Donald Trump's lost month in Iowa,REAL,sadness,0.8494845628738403
3334,Hillary Helped Chelsea’s Friend With VISA Issues Within 2 Hours,FAKE,neutral,0.7064869999885559
3335,"From downed Russian jet, hard lessons about destroying Islamic State",REAL,fear,0.29941388964653015
3336,Webb rips Clinton's State record as he mulls independent White House bid,REAL,neutral,0.825295090675354
3337,JOHNSON & JOHNSON ORDERED TO PAY $70 MILLION TO CALIFORNIA WOMAN FOR CANCER-LINKED BABY POWDER,FAKE,neutral,0.5861141085624695
3338,Who's Got the Best Chance against Clinton? It's Not Who You Think…,REAL,neutral,0.6480726003646851
3339,"Rubio: Obama's diplomacy with dictators threatens America's safety, security",REAL,fear,0.9467108845710754
3340,The Daily 202: Clinton and Trump cave to pressure,REAL,anger,0.46233275532722473
3341,"Inside the Invisible Government: War, Propaganda, Clinton & Trump",FAKE,disgust,0.4582555890083313
3342,"Former GOP Congressman Goes Full Trump, Encourages Armed Revolt If Clinton Wins",FAKE,fear,0.6339121460914612
3343,"For young black activists, an urgent task: Persuading peers to vote",REAL,neutral,0.7332285642623901
3344,Peter Brimelow On With Steve Curtis At 8:05 Eastern,FAKE,neutral,0.7862127423286438
3345,Marco Rubio’s big gamble,REAL,neutral,0.45115798711776733
3346,Donald Trump's year of tweeting dangerously,REAL,fear,0.6324363350868225
3347,Coalition Nations Seek to Put North Korea in a Vise,FAKE,fear,0.5336701273918152
3348,National Review disses Donald Trump: Why the magazine's plan won't work,REAL,sadness,0.5697052478790283
3349,Hillary Clinton's 'Delegate Hell',REAL,disgust,0.6763668060302734
3350,Thomas Frank Explores Whether Hillary Clinton and the Democratic Party Will Address Inequality,FAKE,neutral,0.9059755802154541
3351,Congress likely to blow budget deadline,REAL,fear,0.5658873915672302
3352,Ukraine Withdraws Forces After Fight Over Strategic City,REAL,anger,0.36698225140571594
3353,6 Myths That Men Believe About Southeast Asia,FAKE,neutral,0.751130998134613
3354,What happened in this election?,FAKE,surprise,0.550494909286499
3355,Top university stole millions from taxpayers by faking global warming research,FAKE,anger,0.5424327254295349
3356,No charges after new review of Hillary Clinton emails – FBI director,FAKE,sadness,0.2949772775173187
3357,"Playing the “rigged” card: Trump, Jones and other conspiracy mongers must look within the GOP for the legit scandals",REAL,neutral,0.7371190786361694
3358,“Brexit means Clusterfuck” confirms Prime Minister,FAKE,disgust,0.4318402409553528
3359,Why Netanyahu is confronting the White House,REAL,fear,0.579666018486023
3360,‘Ignored’ voter to become ‘absolutely shafted’ voter,FAKE,disgust,0.60285484790802
3361,Hillary Reboots ‘Vast Right-Wing Conspiracy’ Playbook,FAKE,neutral,0.7329094409942627
3362,"GOP Leaders: Donald Trump, Paul Ryan Meeting 'Critical'",REAL,fear,0.6847900152206421
3363,Can U.S. Elections Really Be Stolen? Yes      : Information Clearing House - ICH,FAKE,fear,0.36686214804649353
3364,Obamacare group slashes staff,REAL,anger,0.8779756426811218
3365,Obama Admits to Rigged Elections back in 2008,FAKE,anger,0.32082465291023254
3366,Alien Insects Capture In UK,FAKE,fear,0.5323446989059448
3367,"Hesston, Kansas, mass shooting: what we know",REAL,fear,0.47914740443229675
3368,Janet Yellen won't say when interest rates will rise because she doesn't know,REAL,neutral,0.7907720804214478
3369,"Actually, many Trump voters are in one basket and it’s both racist and economically frustrated",REAL,anger,0.8634557127952576
3370,EWAO Stephen Hawking Warns: STOP Searching for Aliens before its TOO LATE,FAKE,fear,0.5679671764373779
3371,Chinese may become Russia’s second largest ethnic population by 2050 | Russia & India Report,FAKE,neutral,0.6683111190795898
